Date,Close,High,Low,Open,Volume,Adj Close,Daily_Return,MA_20,MA_50,MA_200,Volatility_20,Year,Month,Day_of_Week,Quarter,RSI_14,BB_Upper,BB_Lower,BB_Width,BB_Position,Ann_Volatility,Daily_Range_Pct,Drawdown_Pct,Cum_Return_Pct,YTD_Start_Price,YTD_Return_Pct,Month_Key,Month_Start_Price,Monthly_Return_Pct,Vol_MA_20,Volume_Ratio,MA_Signal,RSI_Signal,BB_Signal,Return_7D,Return_30D,Return_90D,Return_1Y,Data_Type
2022-02-17,177.25,177.52999877929688,176.38999938964844,176.6999969482422,18612500,177.25,1.3668073780773726,170.9530006408691,169.5188003540039,169.10189987182616,0.8435076506029928,2022,2,3,1,83.27866851306352,172.64001594207508,169.26598533966313,3.374030602411949,2.3663136471345103,13.390268834855286,0.6431590350625882,-8.582185487663077,65.7316550329394,168.3300018310547,5.299113688537771,2022-02,168.22999572753906,5.361709862413311,12543800.0,1.4838007621294982,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,3.8797368151832767,3.004415454400755,1.5759312320916985,6.131372869870333,Histórico
2022-02-18,177.1199951171875,177.25,176.50999450683594,177.07000732421875,12760700,177.1199951171875,-0.0733454910084585,171.25450057983397,169.72320037841797,169.13719985961913,0.8376464806478646,2022,2,4,1,81.3759193437561,172.9297935411297,169.57920761853825,3.350585922591449,2.25058770998983,13.297225646296368,0.41779895752281065,-8.649236332586357,65.61009833679906,168.3300018310547,5.221881536575368,2022-02,168.22999572753906,5.284431798979794,12632710.0,1.0101316344632307,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,3.451894265267641,3.1867179814768054,1.828212389989159,4.489411159791334,Histórico
2022-02-22,177.49000549316406,178.07000732421875,176.82000732421875,177.6699981689453,14960500,177.49000549316406,0.208903786233594,171.52750091552736,169.955400390625,169.16669990539552,0.83311970341746,2022,2,1,1,81.66892451818005,173.1937403223623,169.86126150869242,3.3324788136698658,2.2892100478413986,13.225365285542926,0.7042650072193182,-8.458401128531827,65.95606410260982,168.3300018310547,5.441694031051503,2022-02,168.22999572753906,5.504374963322389,12594350.0,1.1878739275945165,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,4.063091014169129,3.7407266890308932,2.8271854849410305,4.9491548117517326,Histórico
2022-02-23,178.2899932861328,178.38999938964844,177.36000061035156,177.38999938964844,11772200,178.2899932861328,0.4507227270323932,171.81300048828126,170.18960021972657,169.1975998687744,0.8349575014462715,2022,2,2,1,81.90408092405745,173.4829154911738,170.14308548538872,3.3398300057850747,2.439318105003084,13.254539424808126,0.5777098087854307,-8.045802337729283,66.70406580040873,168.3300018310547,5.916943709817413,2022-02,168.22999572753906,5.979907159295572,12313855.0,0.9560125565876811,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,2.5775247629405085,3.638897024505061,5.659587224178231,5.497037447415876,Histórico
2022-02-24,177.13999938964844,182.6000061035156,175.27000427246094,182.58999633789065,32726000,177.13999938964844,-0.6450131470019049,172.18050079345704,170.39240020751953,169.2225998687744,0.7496756202982895,2022,2,3,1,77.1628000430973,173.67985203405362,170.68114955286046,2.9987024811931633,2.153881512852867,11.900731531664158,4.137971015191842,-8.63891900187105,65.62880265940937,168.3300018310547,5.233765497986487,2022-02,168.22999572753906,5.296322824937705,13060185.0,2.5057838001529076,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,1.3734656180826699,2.6422514255491247,5.894309350970572,6.826674445440317,Histórico
2022-02-25,176.5500030517578,176.7899932861328,175.7899932861328,176.4199981689453,11530900,176.5500030517578,-0.3330678220184624,172.62800064086915,170.61460021972655,169.2531999206543,0.6754650157931569,2022,2,4,1,73.95636656798376,173.97893067245545,171.27707060928284,2.701860063172603,1.9515934649418283,10.722674706678056,0.5664117715743328,-8.943213364524043,65.07714641375644,168.3300018310547,4.883265687214311,2022-02,168.22999572753906,4.945614655839159,12843365.0,0.8978098808217317,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,2.0048539311261493,3.9813946833915814,5.642656899288334,9.1094528864488,Histórico
2022-02-28,178.3800048828125,178.99000549316406,176.5,178.86000061035156,16055800,178.3800048828125,1.0365345791119474,173.19200057983397,170.85920043945313,169.2894499206543,0.6830276052609372,2022,2,0,1,74.86468507567452,174.55805579035584,171.8259453693121,2.7321104210437284,2.398899935748787,10.842727092674593,1.3958994422047932,-7.999378284419138,66.7882281185463,168.3300018310547,5.97041700376415,2022-02,168.22999572753906,6.033412241008507,13157030.0,1.2203209994960869,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,2.0130414389650575,6.431979944343658,6.910397577176908,10.431502650190861,Histórico
2022-03-01,181.6199951171875,181.75999450683597,179.02999877929688,179.0500030517578,21942100,181.6199951171875,1.8163415997793697,173.86850051879884,171.12840026855469,169.3340998840332,0.7584962116845212,2022,3,1,1,78.3978986248957,175.38549294216787,172.3515080954298,3.033984846738065,3.0548890287710377,12.040754079011084,1.5031361088725959,-6.328332720143388,69.81767208939837,168.3300018310547,7.895201771263194,2022-03,181.6199951171875,0.0,13827170.0,1.5868829268751306,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,2.4654415329689705,8.689400648302193,9.002520969617223,11.828083875328343,Histórico
2022-03-02,179.72999572753906,180.7100067138672,178.7899932861328,180.1300048828125,19727200,179.72999572753906,-1.0406339832951472,174.44350051879883,171.36700012207032,169.3592498779297,0.8214792969616822,2022,3,2,1,70.61952445172507,176.0864591127222,172.80054192487546,3.285917187846735,2.1088339743596767,13.040579561692734,1.0682765667256853,-7.303111922576735,68.05049168399538,168.3300018310547,6.77240763528657,2022-03,181.6199951171875,-1.0406339832951472,14325335.0,1.3770847243711928,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,1.4735776209934492,6.924861469001398,8.598184729630853,11.897647361033115,Histórico
2022-03-03,180.8000030517578,181.3000030517578,179.5,179.9600067138672,15164400,180.8000030517578,0.5953415398956663,175.0415008544922,171.64120025634764,169.38804992675782,0.8235463660271095,2022,3,3,1,74.28843596701844,176.68859358654643,173.39440812243797,3.294185464108466,2.2480807501602182,13.073393265832225,0.9955768923535492,-6.751248841661239,69.05096606898911,168.3300018310547,7.408068131086165,2022-03,181.6199951171875,-0.45148776978030103,14629290.0,1.0365779884054525,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,1.8648923635991688,7.4719179952764225,8.810784224234403,13.682099273279036,Histórico
2022-03-04,183.67999267578125,183.97999572753903,181.3600006103516,182.1100006103516,22390100,183.67999267578125,1.5929145881701023,175.79550018310547,171.97440002441405,169.43064987182618,0.8599988051295844,2022,3,4,1,73.82906612635844,177.51549779336463,174.07550257284632,3.4399952205183126,2.792006816069878,13.652057797113477,1.4263911267745262,-5.265875881173626,71.74380356894451,168.3300018310547,9.118986917217931,2022-03,181.6199951171875,1.1342350038411553,15216255.0,1.4714593045397832,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,3.0231642787703628,8.789384422984782,11.159517410800412,15.420380407346567,Histórico
2022-03-07,186.41000366210935,186.63999938964844,184.22000122070312,184.4499969482422,27951800,186.41000366210935,1.4862865283030269,176.67300033569336,172.33080017089844,169.48289985656737,0.8884049382107698,2022,3,0,1,75.92181478631926,178.4498102121149,174.89619045927182,3.553619752843076,3.2400239765737147,14.102991180164405,1.2982126073726448,-3.8578553566896545,74.29640858458492,168.3300018310547,10.740807719589252,2022-03,181.6199951171875,2.6373795142055734,16132865.0,1.7325998822899715,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,5.233151351700083,10.563461989235567,11.870610454106224,18.3630688680118,Histórico
2022-03-08,191.50999450683597,193.3000030517578,188.25999450683597,188.3500061035156,47347700,191.50999450683597,2.7358997610294145,177.74300003051758,172.7816000366211,169.5602498626709,1.0193132956075548,2022,3,1,1,85.51060824692561,179.7816266217327,175.70437343930246,4.0772531824302405,3.8765365701701633,16.18109692943554,2.6317208968130084,-1.2275026511447487,79.06498361053349,168.3300018310547,13.77056521335156,2022-03,181.6199951171875,5.445435335061588,18110405.0,2.614392113263066,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,8.473515262807707,13.413474958317572,15.214771447723297,19.068638937614878,Histórico
2022-03-09,185.82000732421875,187.22999572753903,184.75999450683597,186.0399932861328,26839700,185.82000732421875,-2.971117615699204,178.50250015258788,173.11060028076173,169.6075998687744,1.295024741263519,2022,3,2,1,68.35234040726594,181.09254963511492,175.91245067006085,5.180098965054071,1.9126191837252828,20.557880442354225,1.329243958317906,-4.162149719342635,73.744752338932,168.3300018310547,10.390307908817121,2022-03,181.6199951171875,2.3125274308708477,19162290.0,1.4006520097545752,Alcista (Golden Cross),Neutral,Precio sobre banda superior,4.170872428383432,9.235204666098396,11.396205289762396,14.94494811011322,Histórico
2022-03-10,186.3999938964844,187.3800048828125,184.9900054931641,186.8800048828125,18455200,186.3999938964844,0.3121227797896253,179.26199951171876,173.46580017089843,169.64984985351563,1.295147386801327,2022,3,3,1,66.31017439108908,181.85229428532142,176.6717047381161,5.180589547205329,1.8778343796057422,20.55982737990894,1.282188555744092,-3.8630179569560186,74.28704928967089,168.3300018310547,10.734861206480439,2022-03,181.6199951171875,2.6318681355611107,19684910.0,0.9375303214492726,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.6318681355611107,9.242213305041291,11.683643327209726,15.403658349373561,Histórico
2022-03-11,185.08999633789065,185.77999877929688,183.44000244140625,183.7400054931641,14824700,185.08999633789065,-0.7027884128157469,179.9884994506836,173.79580017089845,169.68709983825684,1.3077843057191358,2022,3,4,1,63.63327893824122,182.60406806212188,177.37293083924533,5.231137222876555,1.4752175616608623,20.760432248676594,1.2642478708675586,-4.538657527185286,73.06218010222463,168.3300018310547,9.956629432973706,2022-03,181.6199951171875,1.910583258448062,19891470.0,0.7452792578929561,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.982251564995897,8.106996717324023,11.580655226438674,14.613901815568141,Histórico
2022-03-14,182.3000030517578,183.2899932861328,181.9499969482422,183.02999877929688,13186400,182.3000030517578,-1.5073711931138378,180.4129997253418,174.04580017089845,169.71004981994628,1.3259755553893886,2022,3,0,1,57.598748439164766,183.06495083612057,177.761048614563,5.303902221557564,0.8557764166063145,21.049209384666444,0.7350500907617533,-5.97761430418025,70.4534906531889,168.3300018310547,8.299174875982107,2022-03,181.6199951171875,0.3744124836759122,19263715.0,0.6845200938655913,Alcista (Golden Cross),Neutral,Cerca banda superior,0.8296460036953723,6.883211574349923,9.436907820811724,12.392112504126306,Histórico
2022-03-15,178.88999938964844,180.2700042724609,178.00999450683594,179.10000610351562,16962300,178.88999938964844,-1.870545038411886,180.62049942016603,174.20440002441407,169.71259979248046,1.405218985746436,2022,3,1,1,50.87566696061926,183.4309373916589,177.81006144867317,5.62087594298572,0.1921298302843568,22.307159843228924,1.263351653717848,-7.736345374809894,67.26508134097577,168.3300018310547,6.273390033698423,2022-03,181.6199951171875,-1.5031361088725825,19429295.0,0.8730270449854202,Alcista (Golden Cross),Neutral,Cerca banda inferior,-2.6077926160350873,2.9227328130777774,7.119760113561946,10.187861203766623,Histórico
2022-03-16,180.00999450683594,180.1199951171875,176.8699951171875,179.1300048828125,17548100,180.00999450683594,0.6260803404375848,180.96699905395508,174.43799987792968,169.72314979553224,1.3857112055779583,2022,3,2,1,54.19222803609334,183.738421465111,178.19557664279915,5.542844822311849,0.3273441566924498,21.997483433488668,1.8054553075810356,-7.158700771832349,68.31229513166856,168.3300018310547,6.938746835815968,2022-03,181.6199951171875,-0.8864666081026651,19676520.0,0.8918294495164796,Alcista (Golden Cross),Neutral,Dentro de bandas,-3.4332970492689907,3.0159029689844186,8.80681325581456,10.091126264034077,Histórico
2022-03-17,180.88999938964844,182.02999877929688,180.6499938964844,181.16000366210935,10954100,180.88999938964844,0.4888644573449507,181.26849899291992,174.66439971923828,169.73374977111817,1.374052457928642,2022,3,3,1,56.286213145913436,184.0166039087772,178.52039407706263,5.496209831714566,0.4311344335713973,21.812406552217368,0.7628972787156985,-6.704832658168576,69.1351141199088,168.3300018310547,7.461532360226353,2022-03,181.6199951171875,-0.4019357709309723,19585620.0,0.5592929914906958,Alcista (Golden Cross),Neutral,Dentro de bandas,-5.5453999382828245,4.512362766333444,8.871505287172909,11.275837909906317,Histórico
2022-03-18,179.3000030517578,180.92999267578125,179.0399932861328,179.92999267578125,13996500,179.3000030517578,-0.8789852082788041,181.37099914550785,174.86919982910158,169.75389976501464,1.363568537641857,2022,3,4,1,51.34188948401808,184.09813622079156,178.64386207022415,5.454274150567414,0.12029849681564105,21.645979477154217,1.0540989166089747,-7.524883379142229,67.64844148478934,168.3300018310547,6.516961386190223,2022-03,181.6199951171875,-1.2773880232365142,19354820.0,0.7231531990480924,Alcista (Golden Cross),Neutral,Cerca banda inferior,-3.508774090770983,2.5391755838432672,6.624642689728111,9.838273105955198,Histórico
2022-03-21,180.6699981689453,181.2899932861328,179.32000732421875,179.3300018310547,10582200,180.6699981689453,0.7640798069546317,181.5484992980957,175.14279968261718,169.77144973754883,1.3718849854554598,2022,3,0,1,48.53440576567348,184.29226926900662,178.80472932718476,5.487539941821865,0.33990984330608504,21.77799899339166,1.0903780272759618,-6.818299686584519,68.92940937284875,168.3300018310547,7.33083597912374,2022-03,181.6199951171875,-0.5230684802238983,19245895.0,0.5498419273304774,Alcista (Golden Cross),Neutral,Dentro de bandas,-3.074032143327854,1.9294771051877602,7.669842004244631,10.84048967419957,Histórico
2022-03-22,179.36000061035156,179.7100067138672,178.32000732421875,179.60000610351562,9621800,179.36000061035156,-0.7250775291250955,181.6419990539551,175.37499969482425,169.77889976501464,1.3841194660552878,2022,3,1,1,49.418794175286,184.41023798606565,178.87376012184453,5.536477864221126,0.08782487719300953,21.972215351914794,0.7749773555521583,-7.493939256813786,67.70454018540248,168.3300018310547,6.5526042056170075,2022-03,181.6199951171875,-1.244353357336958,18978960.0,0.5069719310225639,Alcista (Golden Cross),Neutral,Cerca banda inferior,-3.09578898963222,1.2646824497042353,7.343350614269228,10.846056063626541,Histórico
2022-03-23,181.80999755859372,181.88999938964844,179.75999450683594,180.2899932861328,12557300,181.80999755859372,1.3659661796972422,181.81799926757813,175.64599975585938,169.80134971618654,1.4125033301889915,2022,3,2,1,51.520620534292775,184.64300592795612,178.99299260720014,5.650013320755988,0.49858377166032264,22.422795226383748,1.1715554212721675,-6.230337752891681,69.99532748615182,168.3300018310547,8.008076742652381,2022-03,181.6199951171875,0.10461537634312013,19018215.0,0.6602775286744839,Alcista (Golden Cross),Neutral,Dentro de bandas,-0.2687907213171914,2.433935394517772,8.855222672612184,11.972656910764679,Histórico
2022-03-24,183.1300048828125,183.50999450683597,181.7700042724609,182.3500061035156,10970100,183.1300048828125,0.7260367097212672,182.11749954223632,175.90279998779295,169.8320997619629,1.4073312119448833,2022,3,3,1,49.13113992205233,184.93216196612607,179.30283711834656,5.629324847779515,0.6798626599023799,22.340690394631768,0.9501393479940665,-5.549535582396006,71.22955596851224,168.3300018310547,8.792255029267992,2022-03,181.6199951171875,0.8314116321006981,17930420.0,0.6118150048911292,Alcista (Golden Cross),Neutral,Dentro de bandas,2.3701746926214184,2.71468493967133,8.624478830748995,13.196937980350508,Histórico
2022-03-25,182.3800048828125,183.1300048828125,181.3500061035156,181.80999755859372,7911100,182.3800048828125,-0.4095451209537915,182.40899963378905,176.13559997558593,169.85529975891114,1.408889790980652,2022,3,4,1,43.208619403944645,185.22677921575035,179.59122005182775,5.635559163922608,0.4948550356525102,22.36543206979546,0.9759835133465613,-5.936352851136499,70.52829367641233,168.3300018310547,8.34670165682001,2022-03,181.6199951171875,0.4184615053725915,17749430.0,0.4457100875915452,Alcista (Golden Cross),Neutral,Dentro de bandas,1.3165993268704712,2.9581153388387627,7.936322166793186,12.4137072902756,Histórico
2022-03-28,179.05999755859375,181.3300018310547,178.85000610351562,180.3800048828125,9489700,179.05999755859375,-1.8203790082975455,182.44299926757813,176.31359985351563,169.8718997192383,1.4605083896813635,2022,3,0,1,27.68015266465588,185.36401604694086,179.5219824882154,5.842033558725461,-0.0790794720669903,23.184851920921812,1.3850082438024909,-7.64866773827348,67.42403241511894,168.3300018310547,6.374381043676514,2022-03,181.6199951171875,-1.4095350883265634,17421125.0,0.5447237190479949,Alcista (Golden Cross),Sobreventa,Precio bajo banda inferior,-1.0116655631761895,1.4216904352587934,5.7212037083083755,11.696089006018994,Histórico
2022-03-29,179.13999938964844,179.3300018310547,176.69000244140625,177.02000427246094,10458900,179.13999938964844,0.0446787848461305,182.3189994812012,176.50299987792968,169.89404968261718,1.3988330712521175,2022,3,1,1,35.00894776600346,185.11666562370542,179.52133333869696,5.595332285008453,-0.06815215426440911,22.205786593354787,1.4737073789456479,-7.60740628522973,67.49883543834241,168.3300018310547,6.421907824514417,2022-03,181.6199951171875,-1.365486066629884,16846965.0,0.6208180523910389,Alcista (Golden Cross),Neutral,Precio bajo banda inferior,-0.08923795838596815,0.42605364168211146,6.226280857449118,13.689148354894032,Histórico
2022-03-30,180.5800018310547,180.9199981689453,179.67999267578125,179.75999450683594,8361300,180.5800018310547,0.8038419372069505,182.36149978637692,176.72679992675782,169.92669967651366,1.3915201619641004,2022,3,2,1,37.42439019243609,185.14454011030512,179.57845946244873,5.566080647856381,0.17993673321849354,22.089697757335983,0.6866793003602775,-6.864715870077183,68.84526132192906,168.3300018310547,7.277371749983574,2022-03,181.6199951171875,-0.572620479073227,16278670.0,0.5136353277018332,Alcista (Golden Cross),Neutral,Cerca banda inferior,-0.04981255261123918,-0.572620479073227,7.111931759659984,12.890719087097867,Histórico
2022-03-31,180.6499938964844,181.9600067138672,180.55999755859372,180.91000366210935,9844400,180.6499938964844,0.0387595883929448,182.35399932861327,176.8981997680664,169.97439964294435,1.385229396869866,2022,3,3,1,39.86300529946953,185.124458122353,179.58354053487355,5.540917587479441,0.1924687282880132,21.98983495736196,0.7749843357734602,-6.828617017299813,68.91070505023845,168.3300018310547,7.318952017712643,2022-03,181.6199951171875,-0.5340828360210104,16012670.0,0.6147881646221398,Alcista (Golden Cross),Neutral,Cerca banda inferior,0.7192201615427551,0.5118779228927339,6.389864929165712,11.526113508701098,Histórico
2022-04-01,179.5,180.4600067138672,178.97999572753906,179.5500030517578,13034400,179.5,-0.6365867342034592,182.1449996948242,177.05519989013672,170.04264961242677,1.3396762028771498,2022,4,4,2,43.08982277657318,184.8243521005785,179.46564728906992,5.358704811508574,0.006410636924113104,21.26670042098551,0.8245186553360028,-7.4217336814415935,67.83544190923907,168.3300018310547,6.635773805881695,2022-04,179.5,0.0,15544885.0,0.8385008959538781,Alcista (Golden Cross),Neutral,Cerca banda inferior,-1.2705558493004476,-0.7190282244550983,4.995316419486362,10.857214692351924,Histórico
2022-04-04,180.3699951171875,180.80999755859372,179.5800018310547,180.2400054931641,7063100,180.3699951171875,0.4846769455083555,181.8429992675781,177.24079986572266,170.1198496246338,1.294976052364379,2022,4,0,2,54.176063487634934,184.43295137230686,179.25304716284936,5.179904209457504,0.2156310057430817,20.557107530041822,0.6819292348153019,-6.9730281680442125,68.64890160256523,168.3300018310547,7.152612817183246,2022-04,179.5,0.4846769455083555,14500450.0,0.4870952280791286,Alcista (Golden Cross),Neutral,Dentro de bandas,-1.507131377728721,-1.8020457810210777,7.152612817183246,10.507286955165785,Histórico
2022-04-05,179.24000549316406,181.4900054931641,178.92999267578125,180.91000366210935,10828500,179.24000549316406,-0.6264842571455875,181.22949981689453,177.385,170.1812996673584,1.1038558536539926,2022,4,1,2,47.82856778937513,183.43721152420252,179.02178810958654,4.4154234146159865,0.04942162123233273,17.523168432188243,1.4282597293718984,-7.555827501470672,67.59234278417621,168.3300018310547,6.481318566763439,2022-04,179.5,-0.1448437363988475,12674490.0,0.8543539029972803,Alcista (Golden Cross),Neutral,Cerca banda inferior,-1.7216796280195457,-3.8463591159741517,5.702658342436839,10.125345012613618,Histórico
2022-04-06,179.66000366210938,180.30999755859372,178.6999969482422,179.77999877929688,8942100,179.66000366210938,0.2343216670796843,180.92149963378907,177.5266000366211,170.24834968566896,0.9161309159948774,2022,4,2,2,46.438918364912695,182.75376146577884,179.0892378017993,3.664523663979537,0.15575444795743104,14.543127432601509,0.8961374694055437,-7.3392107753540925,67.98504795568601,168.3300018310547,6.730827367557501,2022-04,179.5,0.08913853042304964,11779610.0,0.7591168128656212,Alcista (Golden Cross),Neutral,Cerca banda inferior,0.33508662554253554,-6.1876618373061465,6.2699670274405594,9.20917248869273,Histórico
2022-04-07,180.33999633789065,180.8800048828125,179.8000030517578,179.8699951171875,10140600,180.33999633789065,0.3784886240234764,180.61849975585935,177.73760009765624,170.31934967041016,0.9180659688133722,2022,4,3,2,53.17846939889035,182.45463169348608,178.78236781823261,3.6722638752534635,0.42416029255265036,14.57384544379058,0.5988698308672261,-6.9885002292084195,68.62085225225869,168.3300018310547,7.134791407469865,2022-04,179.5,0.4679645336438165,11363880.0,0.8923536679373594,Alcista (Golden Cross),Neutral,Dentro de bandas,0.6698654417387262,-2.949096313814359,7.994484942557278,10.45506928323694,Histórico
2022-04-08,181.47000122070312,181.82000732421875,180.5200042724609,180.5200042724609,10655700,181.47000122070312,0.6265969312183373,180.4375,178.015,170.39649971008302,0.9248820653787914,2022,4,4,2,52.48140214437368,182.2872641307576,178.5877358692424,3.6995282615151837,0.7790899670760326,14.682047622336382,0.7163735289651441,-6.405693025964496,69.67742533786554,168.3300018310547,7.806094722696244,2022-04,179.5,1.097493716269149,11155430.0,0.9552029818662302,Alcista (Golden Cross),Neutral,Dentro de bandas,0.4928560087628542,-2.644845942709151,8.178838283578616,11.825241918756069,Histórico
2022-04-11,182.3699951171875,183.3300018310547,181.1100006103516,183.1699981689453,10071300,182.3699951171875,0.4959463770487282,180.44099960327148,178.32039978027345,170.4753997039795,0.8707227788294027,2022,4,0,2,59.579882455668304,182.18244516093029,178.69955404561267,3.4828911153176136,1.05384892896375,13.822295601970175,1.2173061798222706,-5.941515451402894,70.51893438149825,168.3300018310547,8.340755143711176,2022-04,179.5,1.5988830736420656,10999675.0,0.9155997790843821,Alcista (Golden Cross),Neutral,Precio sobre banda superior,0.9521180618963676,-1.4695560400453278,8.385832087839695,11.589061549418389,Histórico
2022-04-12,183.7700042724609,184.63999938964844,182.9600067138672,184.0399932861328,12024600,183.7700042724609,0.7676751619003053,180.6849998474121,178.63399993896485,170.56134971618653,0.7649618726365135,2022,4,1,2,56.68488493968816,182.21492359268512,179.15507610213905,3.059847490546076,1.5082216301892408,12.14339326465488,0.9141822042352792,-5.219451827863497,71.82796588708204,168.3300018310547,9.172460211164646,2022-04,179.5,2.3788324637665337,10752790.0,1.1182772099148222,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.3788324637665337,0.8063637937985924,7.915914920307765,12.936334128468264,Histórico
2022-04-13,184.6499938964844,184.94000244140625,184.1300048828125,184.5,8651600,184.6499938964844,0.4788537865617837,180.91699981689453,178.96239990234375,170.66044967651368,0.7607087818620168,2022,4,2,2,55.34455747274452,182.43841738061857,179.3955822531705,3.042835127448086,1.726814442201013,12.075877541698674,0.4386664421163416,-4.765591584017173,72.6507706081045,168.3300018310547,9.695236670768503,2022-04,179.5,2.869077379657048,10307965.0,0.8393121241680583,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.372899537152051,3.219852717585314,8.146882954081459,11.67220264926161,Histórico
2022-04-14,184.0399932861328,184.41000366210935,182.8800048828125,184.27999877929688,11567200,184.0399932861328,-0.3303550666205468,181.0744995117188,179.26639984130858,170.7524996185303,0.7624271448762983,2022,4,3,2,55.89485719239872,182.5993538014714,179.54964522196622,3.049708579505193,1.4723859500356402,12.103155708886193,0.8313403798695586,-5.08020327738549,72.08041003984118,168.3300018310547,9.332852898585209,2022-04,179.5,2.5292441705475177,10338620.0,1.118834041680611,Alcista (Golden Cross),Neutral,Precio sobre banda superior,2.677966774081475,2.238763903269736,8.157022405562042,10.634196894233439,Histórico
2022-04-18,184.6100006103516,186.1000061035156,184.38999938964844,185.9499969482422,8886700,184.6100006103516,0.3097192702743445,181.33999938964843,179.58659973144532,170.8445496368408,0.7285667355637276,2022,4,0,2,74.4925732740217,182.7971328607759,179.88286591852096,2.914266942254926,1.6220664700581573,11.565638374894688,0.926280650134657,-4.786218375630309,72.6133762301017,168.3300018310547,9.671477812752837,2022-04,179.5,2.84679699741035,10083130.0,0.8813433923791522,Alcista (Golden Cross),Sobrecompra,Precio sobre banda superior,2.75520251995085,2.0564991062275606,8.805329523567318,11.284586948929288,Histórico
2022-04-19,181.82000732421875,183.6499938964844,181.3300018310547,183.19000244140625,12585600,181.82000732421875,-1.511290437629942,181.3974998474121,179.84579986572265,170.91719970703124,0.8014052404208151,2022,4,1,2,59.54421311063835,183.00031032825373,179.79468936657045,3.2056209616832803,0.6318020695075558,12.72191379322443,1.2759828247574208,-6.2251751526252725,70.00468678106596,168.3300018310547,8.01402325576126,2022-04,179.5,1.2924831889798094,10183300.0,1.2359058458456493,Alcista (Golden Cross),Neutral,Dentro de bandas,0.820678172553091,1.4054680588786672,7.338100229859212,9.21432724072455,Histórico
2022-04-20,182.7100067138672,182.72000122070312,181.3500061035156,181.58999633789065,7038600,182.7100067138672,0.4894947496407287,181.56500015258788,180.09779998779297,170.99014976501465,0.7866768869121461,2022,4,2,2,57.8947785150178,183.13835392641218,179.9916463787636,3.146707547648589,0.8638744763983297,12.488108429592128,0.749819422497755,-5.766152308512585,70.83685079700244,168.3300018310547,8.542746228473908,2022-04,179.5,1.7883045759705674,10054140.0,0.7000698219837798,Alcista (Golden Cross),Neutral,Cerca banda superior,0.6833115582866922,1.129135199865483,6.177362139529063,8.671861897117662,Histórico
2022-04-21,182.05999755859372,182.32000732421875,180.77999877929688,181.7700042724609,9639800,182.05999755859372,-0.3557600193685006,181.5775001525879,180.3263998413086,171.05664978027343,0.7326863276126554,2022,4,3,2,55.010682254443445,183.0428728078132,180.1121274973626,2.930745310450618,0.6646330045416444,11.631034871281699,0.8458796910761479,-6.101398663311516,70.22908158351846,168.3300018310547,8.156594533468375,2022-04,179.5,1.4261824838962323,9908265.0,0.9729049434991898,Alcista (Golden Cross),Neutral,Dentro de bandas,-0.16998276410249424,1.5053506573674325,6.064668821594732,8.991861156706493,Histórico
2022-04-22,180.2899932861328,181.6100006103516,179.74000549316406,180.72000122070312,9147000,180.2899932861328,-0.97220932450649,181.4354995727539,180.5079995727539,171.11484977722168,0.7435922662992038,2022,4,4,2,52.688883510625566,182.92268410535232,179.9483150401555,2.974369065196811,0.1148741929760144,11.804161280751654,1.0372151460562293,-7.014289621087963,68.57409857934175,168.3300018310547,7.105086036345343,2022-04,179.5,0.4401076802968307,9817110.0,0.9317406039048152,Alcista (Golden Cross),Neutral,Cerca banda inferior,-1.8936773713998267,-0.8360399828788556,5.377285139496313,8.347355708612136,Histórico
2022-04-25,177.0500030517578,177.50999450683594,176.47999572753906,177.1699981689453,13073700,177.0500030517578,-1.7970993150090764,181.1689994812012,180.6377996826172,171.15404975891113,0.835456825093715,2022,4,0,2,40.26964973619089,182.83991313138864,179.49808583101378,3.3418273003748595,-0.7325581363768747,13.262465941977341,0.5817558664462552,-8.685335185363712,65.54465460848968,168.3300018310547,5.180301268846299,2022-04,179.5,-1.3649008068201574,10075240.0,1.2976068063887312,Alcista (Golden Cross),Neutral,Precio bajo banda inferior,-4.115890114238063,-3.3200467803980893,2.9180981852480636,6.119639737458105,Histórico
